Attribute,Description,Value,Meaning
PLZ8_ANTG3,number of 6-10 family houses in the PLZ8,1,low share
PLZ8_ANTG3,number of 6-10 family houses in the PLZ8,2,average share
PLZ8_ANTG3,number of 6-10 family houses in the PLZ8,3,high share
PLZ8_ANTG4,number of >10 family houses in the PLZ8,-1,unknown
PLZ8_ANTG4,number of >10 family houses in the PLZ8,0,none
PLZ8_ANTG4,number of >10 family houses in the PLZ8,1,low share
PLZ8_ANTG4,number of >10 family houses in the PLZ8,2,high share
PLZ8_BAUMAX,most common building-type within the PLZ8,1,mainly 1-2 family homes
PLZ8_BAUMAX,most common building-type within the PLZ8,2,mainly 3-5 family homes
PLZ8_BAUMAX,most common building-type within the PLZ8,3,mainly 6-10 family homes
PLZ8_BAUMAX,most common building-type within the PLZ8,4,mainly >10 family homes
PLZ8_BAUMAX,most common building-type within the PLZ8,5,mainly business building
PLZ8_GBZ,number of buildings within the PLZ8,-1,unknown
PLZ8_GBZ,number of buildings within the PLZ8,1,less than 60 buildings
PLZ8_GBZ,number of buildings within the PLZ8,2,60-129 buildings
PLZ8_GBZ,number of buildings within the PLZ8,3,130-299 buildings
PLZ8_GBZ,number of buildings within the PLZ8,4,300-449 buildings
PLZ8_GBZ,number of buildings within the PLZ8,5,more than 449 buildings
PLZ8_HHZ,number of households within the PLZ8,-1,unknown
PLZ8_HHZ,number of households within the PLZ8,1,less than 130 households
PLZ8_HHZ,number of households within the PLZ8,2,131-299 households
PLZ8_HHZ,number of households within the PLZ8,3,300-599 households
PLZ8_HHZ,number of households within the PLZ8,4,600-849 households
PLZ8_HHZ,number of households within the PLZ8,5,more than 849 households
PRAEGENDE_JUGENDJAHRE,dominating movement in the person's youth (avantgarde or mainstream),"-1, 0",unknown
PRAEGENDE_JUGENDJAHRE,dominating movement in the person's youth (avantgarde or mainstream),1,"40ies - war years (Mainstream, O+W)"
PRAEGENDE_JUGENDJAHRE,dominating movement in the person's youth (avantgarde or mainstream),2,"40ies - reconstruction years (Avantgarde, O+W)"
PRAEGENDE_JUGENDJAHRE,dominating movement in the person's youth (avantgarde or mainstream),3,"50ies - economic miracle (Mainstream, O+W)"
PRAEGENDE_JUGENDJAHRE,dominating movement in the person's youth (avantgarde or mainstream),4,"50ies - milk bar / Individualisation (Avantgarde, O+W)"
PRAEGENDE_JUGENDJAHRE,dominating movement in the person's youth (avantgarde or mainstream),5,"60ies - economic miracle (Mainstream, O+W)"
PRAEGENDE_JUGENDJAHRE,dominating movement in the person's youth (avantgarde or mainstream),6,"60ies - generation 68 / student protestors (Avantgarde, W)"
PRAEGENDE_JUGENDJAHRE,dominating movement in the person's youth (avantgarde or mainstream),7,"60ies - opponents to the building of the Wall (Avantgarde, O)"
PRAEGENDE_JUGENDJAHRE,dominating movement in the person's youth (avantgarde or mainstream),8,"70ies - family orientation (Mainstream, O+W)"
PRAEGENDE_JUGENDJAHRE,dominating movement in the person's youth (avantgarde or mainstream),9,"70ies - peace movement (Avantgarde, O+W)"
PRAEGENDE_JUGENDJAHRE,dominating movement in the person's youth (avantgarde or mainstream),10,"80ies - Generation Golf (Mainstream, W)"
PRAEGENDE_JUGENDJAHRE,dominating movement in the person's youth (avantgarde or mainstream),11,"80ies - ecological awareness (Avantgarde, W)"
PRAEGENDE_JUGENDJAHRE,dominating movement in the person's youth (avantgarde or mainstream),12,"80ies - FDJ / communist party youth organisation (Mainstream, O)"
PRAEGENDE_JUGENDJAHRE,dominating movement in the person's youth (avantgarde or mainstream),13,"80ies - Swords into ploughshares (Avantgarde, O)"
PRAEGENDE_JUGENDJAHRE,dominating movement in the person's youth (avantgarde or mainstream),14,"90ies - digital media kids (Mainstream, O+W)"
PRAEGENDE_JUGENDJAHRE,dominating movement in the person's youth (avantgarde or mainstream),15,"90ies - ecological awareness (Avantgarde, O+W)"
REGIOTYP,neighbourhood ,"-1, 0",unknown
REGIOTYP,neighbourhood ,1,upper class
REGIOTYP,neighbourhood ,2,conservatives
REGIOTYP,neighbourhood ,3,upper middle class
REGIOTYP,neighbourhood ,4,middle class
REGIOTYP,neighbourhood ,5,lower middle class
REGIOTYP,neighbourhood ,6,traditional workers
REGIOTYP,neighbourhood ,7,marginal groups
RELAT_AB,share of unemployed in relation to the county the community belongs to,1,very low
RELAT_AB,share of unemployed in relation to the county the community belongs to,2,low
RELAT_AB,share of unemployed in relation to the county the community belongs to,3,average
RELAT_AB,share of unemployed in relation to the county the community belongs to,4,high
RELAT_AB,share of unemployed in relation to the county the community belongs to,5,very high
RELAT_AB,share of unemployed in relation to the county the community belongs to,"-1, 9",unknown
RETOURTYP_BK_S,return type,0,unknown
RETOURTYP_BK_S,return type,1,influenceable Crazy-Shopper
RETOURTYP_BK_S,return type,2,demanding Heavy-Returner
RETOURTYP_BK_S,return type,3,incentive-receptive Normal-Returner
RETOURTYP_BK_S,return type,4,conservative Low-Returner
RETOURTYP_BK_S,return type,5,determined Minimal-Returner
SEMIO_DOM,affinity indicating in what way the person is dominant minded,"-1, 9",unknown
SEMIO_DOM,affinity indicating in what way the person is dominant minded,1,highest affinity
SEMIO_DOM,affinity indicating in what way the person is dominant minded,2,very high affinity
SEMIO_DOM,affinity indicating in what way the person is dominant minded,3,high affinity
SEMIO_DOM,affinity indicating in what way the person is dominant minded,4,average affinity
SEMIO_DOM,affinity indicating in what way the person is dominant minded,5,low affinity
SEMIO_DOM,affinity indicating in what way the person is dominant minded,6,very low affinity
SEMIO_DOM,affinity indicating in what way the person is dominant minded,7,lowest affinity
SEMIO_ERL,affinity indicating in what way the person is eventful orientated,"-1, 9",unknown
SEMIO_ERL,affinity indicating in what way the person is eventful orientated,1,highest affinity
SEMIO_ERL,affinity indicating in what way the person is eventful orientated,2,very high affinity
SEMIO_ERL,affinity indicating in what way the person is eventful orientated,3,high affinity
SEMIO_ERL,affinity indicating in what way the person is eventful orientated,4,average affinity
SEMIO_ERL,affinity indicating in what way the person is eventful orientated,5,low affinity
SEMIO_ERL,affinity indicating in what way the person is eventful orientated,6,very low affinity
SEMIO_ERL,affinity indicating in what way the person is eventful orientated,7,lowest affinity
SEMIO_FAM,affinity indicating in what way the person is familiar minded,"-1, 9",unknown
SEMIO_FAM,affinity indicating in what way the person is familiar minded,1,highest affinity
SEMIO_FAM,affinity indicating in what way the person is familiar minded,2,very high affinity
SEMIO_FAM,affinity indicating in what way the person is familiar minded,3,high affinity
SEMIO_FAM,affinity indicating in what way the person is familiar minded,4,average affinity
SEMIO_FAM,affinity indicating in what way the person is familiar minded,5,low affinity
SEMIO_FAM,affinity indicating in what way the person is familiar minded,6,very low affinity
SEMIO_FAM,affinity indicating in what way the person is familiar minded,7,lowest affinity
SEMIO_KAEM,affinity indicating in what way the person is of a fightfull attitude,"-1, 9",unknown
SEMIO_KAEM,affinity indicating in what way the person is of a fightfull attitude,1,highest affinity
SEMIO_KAEM,affinity indicating in what way the person is of a fightfull attitude,2,very high affinity
SEMIO_KAEM,affinity indicating in what way the person is of a fightfull attitude,3,high affinity
SEMIO_KAEM,affinity indicating in what way the person is of a fightfull attitude,4,average affinity
SEMIO_KAEM,affinity indicating in what way the person is of a fightfull attitude,5,low affinity
SEMIO_KAEM,affinity indicating in what way the person is of a fightfull attitude,6,very low affinity
SEMIO_KAEM,affinity indicating in what way the person is of a fightfull attitude,7,lowest affinity
SEMIO_KRIT,affinity indicating in what way the person is critical minded,"-1, 9",unknown
SEMIO_KRIT,affinity indicating in what way the person is critical minded,1,highest affinity
SEMIO_KRIT,affinity indicating in what way the person is critical minded,2,very high affinity
SEMIO_KRIT,affinity indicating in what way the person is critical minded,3,high affinity
SEMIO_KRIT,affinity indicating in what way the person is critical minded,4,average affinity
SEMIO_KRIT,affinity indicating in what way the person is critical minded,5,low affinity
SEMIO_KRIT,affinity indicating in what way the person is critical minded,6,very low affinity
SEMIO_KRIT,affinity indicating in what way the person is critical minded,7,lowest affinity
SEMIO_KULT,affinity indicating in what way the person is cultural minded,"-1, 9",unknown
SEMIO_KULT,affinity indicating in what way the person is cultural minded,1,highest affinity
SEMIO_KULT,affinity indicating in what way the person is cultural minded,2,very high affinity
SEMIO_KULT,affinity indicating in what way the person is cultural minded,3,high affinity
SEMIO_KULT,affinity indicating in what way the person is cultural minded,4,average affinity
SEMIO_KULT,affinity indicating in what way the person is cultural minded,5,low affinity
SEMIO_KULT,affinity indicating in what way the person is cultural minded,6,very low affinity
SEMIO_KULT,affinity indicating in what way the person is cultural minded,7,lowest affinity
SEMIO_LUST,affinity indicating in what way the person is sensual minded,"-1, 9",unknown
SEMIO_LUST,affinity indicating in what way the person is sensual minded,1,highest affinity
SEMIO_LUST,affinity indicating in what way the person is sensual minded,2,very high affinity
SEMIO_LUST,affinity indicating in what way the person is sensual minded,3,high affinity
SEMIO_LUST,affinity indicating in what way the person is sensual minded,4,average affinity
SEMIO_LUST,affinity indicating in what way the person is sensual minded,5,low affinity
SEMIO_LUST,affinity indicating in what way the person is sensual minded,6,very low affinity
SEMIO_LUST,affinity indicating in what way the person is sensual minded,7,lowest affinity
SEMIO_MAT,affinity indicating in what way the person is material minded,"-1, 9",unknown
SEMIO_MAT,affinity indicating in what way the person is material minded,1,highest affinity
SEMIO_MAT,affinity indicating in what way the person is material minded,2,very high affinity
SEMIO_MAT,affinity indicating in what way the person is material minded,3,high affinity
SEMIO_MAT,affinity indicating in what way the person is material minded,4,average affinity
SEMIO_MAT,affinity indicating in what way the person is material minded,5,low affinity
SEMIO_MAT,affinity indicating in what way the person is material minded,6,very low affinity
SEMIO_MAT,affinity indicating in what way the person is material minded,7,lowest affinity
SEMIO_PFLICHT,affinity indicating in what way the person is dutyfull traditional minded,"-1, 9",unknown
SEMIO_PFLICHT,affinity indicating in what way the person is dutyfull traditional minded,1,highest affinity
SEMIO_PFLICHT,affinity indicating in what way the person is dutyfull traditional minded,2,very high affinity
SEMIO_PFLICHT,affinity indicating in what way the person is dutyfull traditional minded,3,high affinity
SEMIO_PFLICHT,affinity indicating in what way the person is dutyfull traditional minded,4,average affinity
SEMIO_PFLICHT,affinity indicating in what way the person is dutyfull traditional minded,5,low affinity
SEMIO_PFLICHT,affinity indicating in what way the person is dutyfull traditional minded,6,very low affinity
SEMIO_PFLICHT,affinity indicating in what way the person is dutyfull traditional minded,7,lowest affinity
SEMIO_RAT,affinity indicating in what way the person is of a rational mind,"-1, 9",unknown
SEMIO_RAT,affinity indicating in what way the person is of a rational mind,1,highest affinity
SEMIO_RAT,affinity indicating in what way the person is of a rational mind,2,very high affinity
SEMIO_RAT,affinity indicating in what way the person is of a rational mind,3,high affinity
SEMIO_RAT,affinity indicating in what way the person is of a rational mind,4,average affinity
SEMIO_RAT,affinity indicating in what way the person is of a rational mind,5,low affinity
SEMIO_RAT,affinity indicating in what way the person is of a rational mind,6,very low affinity
SEMIO_RAT,affinity indicating in what way the person is of a rational mind,7,lowest affinity
SEMIO_REL,affinity indicating in what way the person is religious,"-1, 9",unknown
SEMIO_REL,affinity indicating in what way the person is religious,1,highest affinity
SEMIO_REL,affinity indicating in what way the person is religious,2,very high affinity
SEMIO_REL,affinity indicating in what way the person is religious,3,high affinity
SEMIO_REL,affinity indicating in what way the person is religious,4,average affinity
SEMIO_REL,affinity indicating in what way the person is religious,5,low affinity
SEMIO_REL,affinity indicating in what way the person is religious,6,very low affinity
SEMIO_REL,affinity indicating in what way the person is religious,7,lowest affinity
SEMIO_SOZ,affinity indicating in what way the person is social minded,"-1, 9",unknown
SEMIO_SOZ,affinity indicating in what way the person is social minded,1,highest affinity
SEMIO_SOZ,affinity indicating in what way the person is social minded,2,very high affinity
SEMIO_SOZ,affinity indicating in what way the person is social minded,3,high affinity
SEMIO_SOZ,affinity indicating in what way the person is social minded,4,average affinity
SEMIO_SOZ,affinity indicating in what way the person is social minded,5,low affinity
SEMIO_SOZ,affinity indicating in what way the person is social minded,6,very low affinity
SEMIO_SOZ,affinity indicating in what way the person is social minded,7,lowest affinity
SEMIO_TRADV,affinity indicating in what way the person is traditional minded,"-1, 9",unknown
SEMIO_TRADV,affinity indicating in what way the person is traditional minded,1,highest affinity
SEMIO_TRADV,affinity indicating in what way the person is traditional minded,2,very high affinity
SEMIO_TRADV,affinity indicating in what way the person is traditional minded,3,high affinity
SEMIO_TRADV,affinity indicating in what way the person is traditional minded,4,average affinity
SEMIO_TRADV,affinity indicating in what way the person is traditional minded,5,low affinity
SEMIO_TRADV,affinity indicating in what way the person is traditional minded,6,very low affinity
SEMIO_TRADV,affinity indicating in what way the person is traditional minded,7,lowest affinity
SEMIO_VERT,affinity indicating in what way the person is dreamily,"-1, 9",unknown
SEMIO_VERT,affinity indicating in what way the person is dreamily,1,highest affinity
SEMIO_VERT,affinity indicating in what way the person is dreamily,2,very high affinity
SEMIO_VERT,affinity indicating in what way the person is dreamily,3,high affinity
SEMIO_VERT,affinity indicating in what way the person is dreamily,4,average affinity
SEMIO_VERT,affinity indicating in what way the person is dreamily,5,low affinity
SEMIO_VERT,affinity indicating in what way the person is dreamily,6,very low affinity
SEMIO_VERT,affinity indicating in what way the person is dreamily,7,lowest affinity
SHOPPER_TYP,shopping typology,-1,unknown
SHOPPER_TYP,shopping typology,0,external supplied hedonists 
SHOPPER_TYP,shopping typology,1,Shopping-stressed
SHOPPER_TYP,shopping typology,2,family-shopper
SHOPPER_TYP,shopping typology,3,demanding shopper
SOHO_FLAG,small office/home office flag,-1,unknown
SOHO_FLAG,small office/home office flag,0,no small office/home office
SOHO_FLAG,small office/home office flag,1,small office/home office
TITEL_KZ,flag whether this person holds an academic title,"-1, 0",unknown
TITEL_KZ,flag whether this person holds an academic title,1,Dr.
TITEL_KZ,flag whether this person holds an academic title,2,Dr. Dr.
TITEL_KZ,flag whether this person holds an academic title,3,Prof.
TITEL_KZ,flag whether this person holds an academic title,4,Prof. Dr.
TITEL_KZ,flag whether this person holds an academic title,5,other
VERS_TYP,insurance typology ,-1,unknown
VERS_TYP,insurance typology ,1,social-safety driven
VERS_TYP,insurance typology ,2,individualistic-accepting risks
WOHNDAUER_2008,length of residence,"-1, 0",unknown
WOHNDAUER_2008,length of residence,1,length of residence below 1 year
WOHNDAUER_2008,length of residence,2,length of residence 1-2 years
WOHNDAUER_2008,length of residence,3,length of residence 2-3 years
WOHNDAUER_2008,length of residence,4,length of residence 3-4 years
WOHNDAUER_2008,length of residence,5,length of residence 4-5 years
WOHNDAUER_2008,length of residence,6,length of residence 5-6 years
WOHNDAUER_2008,length of residence,7,length of residence 6-7 years
WOHNDAUER_2008,length of residence,8,length of residence 7-10 years
WOHNDAUER_2008,length of residence,9,length of residence more than 10 years
WOHNLAGE,residential-area ,-1,unknown
WOHNLAGE,residential-area ,0,no score calculated
WOHNLAGE,residential-area ,1,very good neighbourhood
WOHNLAGE,residential-area ,2,good neighbourhood
WOHNLAGE,residential-area ,3,average neighbourhood
WOHNLAGE,residential-area ,4,poor neighbourhood
WOHNLAGE,residential-area ,5,very poor neighbourhood
WOHNLAGE,residential-area ,7,rural neighbourhood
WOHNLAGE,residential-area ,8,new building in rural neighbourhood
WACHSTUMSGEBIET_NB,growing area (population growth in the last 5 years),"-1, 0",unknown
WACHSTUMSGEBIET_NB,growing area (population growth in the last 5 years),1,very high influx
WACHSTUMSGEBIET_NB,growing area (population growth in the last 5 years),2,high influx
WACHSTUMSGEBIET_NB,growing area (population growth in the last 5 years),3,middle influx
WACHSTUMSGEBIET_NB,growing area (population growth in the last 5 years),4,low influx
WACHSTUMSGEBIET_NB,growing area (population growth in the last 5 years),5,development area
W_KEIT_KIND_HH,likelihood of a child present in this household,"-1, 0",unknown
W_KEIT_KIND_HH,likelihood of a child present in this household,1,most likely
W_KEIT_KIND_HH,likelihood of a child present in this household,2,very likely
W_KEIT_KIND_HH,likelihood of a child present in this household,3,likely
W_KEIT_KIND_HH,likelihood of a child present in this household,4,average
W_KEIT_KIND_HH,likelihood of a child present in this household,5,unlikely
W_KEIT_KIND_HH,likelihood of a child present in this household,6,very unlikely
ZABEOTYP,typification of energy consumers,"-1, 9",unknown
ZABEOTYP,typification of energy consumers,1,green
ZABEOTYP,typification of energy consumers,2,smart
ZABEOTYP,typification of energy consumers,3,fair supplied
ZABEOTYP,typification of energy consumers,4,price driven
ZABEOTYP,typification of energy consumers,5,seeking orientation
ZABEOTYP,typification of energy consumers,6,indifferent
ZABEOTYP,typification of energy consumers,6,indifferent
